	MMLTSSF1L	MMLTSSF1L
30/10/2024  16:37:29.780	48.10	26.50
30/10/2024  16:37:29.901	48.10	26.50
30/10/2024  16:37:30.022	48.10	26.50
30/10/2024  16:37:30.144	48.10	26.50
30/10/2024  16:37:30.266	48.10	26.50
30/10/2024  16:37:30.388	48.00	26.50
30/10/2024  16:37:30.510	48.00	26.50
30/10/2024  16:37:30.632	48.00	26.50
30/10/2024  16:37:30.753	48.00	26.50
30/10/2024  16:37:30.875	47.90	26.50
30/10/2024  16:37:30.997	47.90	26.50
30/10/2024  16:37:31.119	47.90	26.50
30/10/2024  16:37:31.240	47.90	26.50
30/10/2024  16:37:31.361	47.90	26.50
30/10/2024  16:37:31.482	47.90	26.50
30/10/2024  16:37:31.602	47.80	26.50
30/10/2024  16:37:31.723	47.80	26.50
30/10/2024  16:37:31.845	47.80	26.50
30/10/2024  16:37:31.967	47.80	26.50
30/10/2024  16:37:32.089	47.80	26.50
30/10/2024  16:37:32.211	47.80	26.50
30/10/2024  16:37:32.332	47.80	26.50
30/10/2024  16:37:32.453	47.80	26.50
30/10/2024  16:37:32.576	47.60	26.50
30/10/2024  16:37:32.696	47.60	26.50
30/10/2024  16:37:32.818	47.60	26.50
30/10/2024  16:37:32.939	47.60	26.50
30/10/2024  16:37:33.061	47.60	26.50
30/10/2024  16:37:33.182	47.60	26.50
30/10/2024  16:37:33.305	47.60	26.50
30/10/2024  16:37:33.426	47.60	26.50
30/10/2024  16:37:33.548	47.60	26.50
30/10/2024  16:37:33.670	47.60	26.50
30/10/2024  16:37:33.791	47.50	26.50
30/10/2024  16:37:33.913	47.50	26.50
30/10/2024  16:37:34.036	47.50	26.50
30/10/2024  16:37:34.157	47.50	26.50
30/10/2024  16:37:34.280	47.40	26.50
30/10/2024  16:37:34.402	47.40	26.50
30/10/2024  16:37:34.524	47.40	26.50
30/10/2024  16:37:34.646	47.40	26.50
30/10/2024  16:37:34.768	47.40	26.50
30/10/2024  16:37:34.890	47.40	26.50
30/10/2024  16:37:35.011	47.40	26.50
30/10/2024  16:37:35.134	47.40	26.50
30/10/2024  16:37:35.255	47.30	26.50
30/10/2024  16:37:35.376	47.30	26.50
30/10/2024  16:37:35.496	47.30	26.50
30/10/2024  16:37:35.618	47.30	26.50
30/10/2024  16:37:35.740	47.30	26.50
30/10/2024  16:37:35.863	47.30	26.50
30/10/2024  16:37:35.985	47.20	26.50
30/10/2024  16:37:36.143	47.20	26.50
30/10/2024  16:37:36.265	47.20	26.50
30/10/2024  16:37:36.387	47.20	26.50
30/10/2024  16:37:36.509	47.10	26.50
30/10/2024  16:37:36.631	47.10	26.50
30/10/2024  16:37:36.777	47.10	26.50
30/10/2024  16:37:36.899	47.10	26.50
30/10/2024  16:37:37.021	47.10	26.50
30/10/2024  16:37:37.144	47.10	26.50
30/10/2024  16:37:37.266	47.00	26.50
30/10/2024  16:37:37.387	47.00	26.50
30/10/2024  16:37:37.509	46.90	26.50
30/10/2024  16:37:37.630	46.90	26.50
30/10/2024  16:37:37.751	46.90	26.50
30/10/2024  16:37:37.873	46.90	26.50
30/10/2024  16:37:37.994	46.90	26.50
30/10/2024  16:37:38.116	46.90	26.50
30/10/2024  16:37:38.239	46.80	26.50
30/10/2024  16:37:38.363	46.80	26.50
30/10/2024  16:37:38.486	46.80	26.50
30/10/2024  16:37:38.608	46.80	26.50
30/10/2024  16:37:38.730	46.80	26.50
30/10/2024  16:37:38.852	46.80	26.50
30/10/2024  16:37:38.974	46.80	26.50
30/10/2024  16:37:39.097	46.80	26.50
30/10/2024  16:37:39.219	46.70	26.50
30/10/2024  16:37:39.340	46.70	26.50
30/10/2024  16:37:39.463	46.60	26.50
30/10/2024  16:37:39.584	46.60	26.50
30/10/2024  16:37:39.704	46.60	26.50
30/10/2024  16:37:39.825	46.60	26.50
30/10/2024  16:37:39.947	46.60	26.50
30/10/2024  16:37:40.069	46.60	26.50
30/10/2024  16:37:40.190	46.60	26.50
30/10/2024  16:37:40.312	46.60	26.50
30/10/2024  16:37:40.433	46.60	26.50
30/10/2024  16:37:40.555	46.60	26.50
30/10/2024  16:37:40.676	46.50	26.50
30/10/2024  16:37:40.797	46.50	26.50
30/10/2024  16:37:40.918	46.40	26.50
30/10/2024  16:37:41.039	46.40	26.50
30/10/2024  16:37:41.161	46.40	26.50
30/10/2024  16:37:41.283	46.40	26.50
30/10/2024  16:37:41.404	46.40	26.50
30/10/2024  16:37:41.526	46.40	26.50
30/10/2024  16:37:41.648	46.40	26.50
30/10/2024  16:37:41.769	46.40	26.50
30/10/2024  16:37:41.891	46.40	26.50
30/10/2024  16:37:42.012	46.40	26.50
30/10/2024  16:37:42.135	46.30	26.50
30/10/2024  16:37:42.258	46.30	26.50
30/10/2024  16:37:42.379	46.30	26.50
30/10/2024  16:37:42.499	46.30	26.50
30/10/2024  16:37:42.621	46.30	26.50
30/10/2024  16:37:42.743	46.30	26.50
30/10/2024  16:37:42.865	46.30	26.50
30/10/2024  16:37:42.987	46.30	26.50
30/10/2024  16:37:43.108	46.20	26.50
30/10/2024  16:37:43.231	46.20	26.50
30/10/2024  16:37:43.354	46.20	26.50
30/10/2024  16:37:43.477	46.20	26.50
30/10/2024  16:37:43.598	46.10	26.50
30/10/2024  16:37:43.720	46.10	26.50
30/10/2024  16:37:43.841	46.10	26.50
30/10/2024  16:37:43.962	46.10	26.50
30/10/2024  16:37:44.083	46.10	26.50
30/10/2024  16:37:44.204	46.10	26.50
30/10/2024  16:37:44.327	46.10	26.50
30/10/2024  16:37:44.448	46.10	26.50
30/10/2024  16:37:44.569	46.00	26.50
30/10/2024  16:37:44.691	46.00	26.50
30/10/2024  16:37:44.813	46.00	26.50
30/10/2024  16:37:44.934	46.00	26.50
30/10/2024  16:37:45.055	46.00	26.50
30/10/2024  16:37:45.177	46.00	26.50
30/10/2024  16:37:45.299	45.90	26.50
30/10/2024  16:37:45.422	45.90	26.50
30/10/2024  16:37:45.543	45.90	26.50
30/10/2024  16:37:45.664	45.90	26.50
30/10/2024  16:37:45.786	45.80	26.50
30/10/2024  16:37:45.908	45.80	26.50
30/10/2024  16:37:46.030	45.80	26.50
30/10/2024  16:37:46.151	45.80	26.50
30/10/2024  16:37:46.273	45.80	26.50
30/10/2024  16:37:46.394	45.80	26.50
30/10/2024  16:37:46.516	45.70	26.50
30/10/2024  16:37:46.638	45.70	26.50
30/10/2024  16:37:46.759	45.70	26.50
30/10/2024  16:37:46.880	45.70	26.50
30/10/2024  16:37:47.002	45.70	26.50
30/10/2024  16:37:47.124	45.70	26.50
30/10/2024  16:37:47.246	45.60	26.50
30/10/2024  16:37:47.367	45.60	26.50
30/10/2024  16:37:47.489	45.60	26.50
30/10/2024  16:37:47.611	45.60	26.50
30/10/2024  16:37:47.732	45.60	26.50
30/10/2024  16:37:47.855	45.60	26.50
30/10/2024  16:37:47.977	45.60	26.50
30/10/2024  16:37:48.098	45.60	26.50
30/10/2024  16:37:48.220	45.50	26.50
30/10/2024  16:37:48.341	45.50	26.50
30/10/2024  16:37:48.463	45.50	26.50
30/10/2024  16:37:48.585	45.50	26.50
30/10/2024  16:37:48.706	45.40	26.50
30/10/2024  16:37:48.828	45.40	26.50
30/10/2024  16:37:48.950	45.40	26.50
30/10/2024  16:37:49.071	45.40	26.50
30/10/2024  16:37:49.193	45.40	26.50
30/10/2024  16:37:49.315	45.40	26.50
30/10/2024  16:37:49.436	45.40	26.50
30/10/2024  16:37:49.558	45.40	26.50
30/10/2024  16:37:49.681	45.30	26.50
30/10/2024  16:37:49.802	45.30	26.50
30/10/2024  16:37:49.924	45.30	26.50
30/10/2024  16:37:50.047	45.30	26.50
30/10/2024  16:37:50.185	45.30	26.50
30/10/2024  16:37:50.306	45.30	26.50
30/10/2024  16:37:50.429	45.30	26.50
30/10/2024  16:37:50.552	45.30	26.50
30/10/2024  16:37:50.674	45.20	26.50
30/10/2024  16:37:50.796	45.20	26.50
30/10/2024  16:37:50.917	45.20	26.50
30/10/2024  16:37:51.038	45.20	26.50
30/10/2024  16:37:51.159	45.10	26.50
30/10/2024  16:37:51.281	45.10	26.50
30/10/2024  16:37:51.402	45.10	26.50
30/10/2024  16:37:51.524	45.10	26.50
30/10/2024  16:37:51.646	45.10	26.50
30/10/2024  16:37:51.768	45.10	26.50
30/10/2024  16:37:51.888	45.10	26.50
30/10/2024  16:37:52.010	45.10	26.50
30/10/2024  16:37:52.132	45.10	26.50
30/10/2024  16:37:52.255	45.10	26.50
30/10/2024  16:37:52.378	45.10	26.50
30/10/2024  16:37:52.499	45.10	26.50
30/10/2024  16:37:52.620	45.00	26.50
30/10/2024  16:37:52.742	45.00	26.50
30/10/2024  16:37:52.864	44.90	26.50
30/10/2024  16:37:52.986	44.90	26.50
30/10/2024  16:37:53.107	44.90	26.50
30/10/2024  16:37:53.229	44.90	26.50
30/10/2024  16:37:53.350	44.80	26.50
30/10/2024  16:37:53.471	44.80	26.50
30/10/2024  16:37:53.591	44.80	26.50
30/10/2024  16:37:53.712	44.80	26.50
30/10/2024  16:37:53.833	44.70	26.50
30/10/2024  16:37:53.956	44.70	26.50
30/10/2024  16:37:54.078	44.70	26.50
30/10/2024  16:37:54.199	44.70	26.50
30/10/2024  16:37:54.321	44.70	26.50
30/10/2024  16:37:54.443	44.70	26.50
30/10/2024  16:37:54.565	44.60	26.50
30/10/2024  16:37:54.686	44.60	26.50
30/10/2024  16:37:54.808	44.60	26.50
30/10/2024  16:37:54.929	44.60	26.50
30/10/2024  16:37:55.051	44.60	26.50
30/10/2024  16:37:55.173	44.60	26.50
30/10/2024  16:37:55.294	44.50	26.50
30/10/2024  16:37:55.416	44.50	26.50
30/10/2024  16:37:55.538	44.50	26.50
30/10/2024  16:37:55.660	44.50	26.50
30/10/2024  16:37:55.782	44.40	26.50
30/10/2024  16:37:55.904	44.40	26.50
30/10/2024  16:37:56.025	44.40	26.50
30/10/2024  16:37:56.147	44.40	26.50
30/10/2024  16:37:56.269	44.40	26.50
30/10/2024  16:37:56.390	44.40	26.50
30/10/2024  16:37:56.513	44.40	26.50
30/10/2024  16:37:56.636	44.40	26.50
30/10/2024  16:37:56.758	44.40	26.50
30/10/2024  16:37:56.880	44.40	26.50
30/10/2024  16:37:57.001	44.30	26.50
30/10/2024  16:37:57.123	44.30	26.50
30/10/2024  16:37:57.245	44.30	26.50
30/10/2024  16:37:57.366	44.30	26.50
30/10/2024  16:37:57.489	44.30	26.50
30/10/2024  16:37:57.611	44.30	26.50
30/10/2024  16:37:57.732	44.30	26.50
30/10/2024  16:37:57.854	44.30	26.50
30/10/2024  16:37:57.977	44.30	26.50
30/10/2024  16:37:58.098	44.30	26.50
30/10/2024  16:37:58.219	44.20	26.50
30/10/2024  16:37:58.340	44.20	26.50
30/10/2024  16:37:58.462	44.20	26.50
30/10/2024  16:37:58.583	44.20	26.50
30/10/2024  16:37:58.705	44.10	26.50
30/10/2024  16:37:58.826	44.10	26.50
30/10/2024  16:37:58.948	44.10	26.50
30/10/2024  16:37:59.069	44.10	26.50
30/10/2024  16:37:59.191	44.10	26.50
30/10/2024  16:37:59.312	44.10	26.50
30/10/2024  16:37:59.434	44.00	26.50
30/10/2024  16:37:59.556	44.00	26.50
30/10/2024  16:37:59.678	43.90	26.50
30/10/2024  16:37:59.800	43.90	26.50
30/10/2024  16:37:59.920	43.90	26.50
30/10/2024  16:38:00.042	43.90	26.50
30/10/2024  16:38:00.164	43.90	26.50
30/10/2024  16:38:00.286	43.90	26.50
30/10/2024  16:38:00.407	43.90	26.50
30/10/2024  16:38:00.528	43.90	26.50
30/10/2024  16:38:00.649	43.90	26.50
30/10/2024  16:38:00.771	43.90	26.50
30/10/2024  16:38:00.892	43.90	26.50
30/10/2024  16:38:01.014	43.90	26.50
30/10/2024  16:38:01.136	43.90	26.50
30/10/2024  16:38:01.258	43.90	26.50
30/10/2024  16:38:01.380	43.80	26.50
30/10/2024  16:38:01.502	43.80	26.50
30/10/2024  16:38:01.623	43.80	26.50
30/10/2024  16:38:01.745	43.80	26.50
30/10/2024  16:38:01.865	43.80	26.50
30/10/2024  16:38:01.987	43.80	26.50
30/10/2024  16:38:02.109	43.80	26.50
30/10/2024  16:38:02.230	43.80	26.50
30/10/2024  16:38:02.351	43.80	26.50
30/10/2024  16:38:02.472	43.80	26.50
30/10/2024  16:38:02.595	43.80	26.50
30/10/2024  16:38:02.716	43.80	26.50
30/10/2024  16:38:02.839	43.70	26.50
30/10/2024  16:38:02.960	43.70	26.50
30/10/2024  16:38:03.082	43.60	26.50
30/10/2024  16:38:03.202	43.60	26.50
30/10/2024  16:38:03.324	43.60	26.50
30/10/2024  16:38:03.447	43.60	26.50
30/10/2024  16:38:03.568	43.60	26.50
30/10/2024  16:38:03.689	43.60	26.50
30/10/2024  16:38:03.810	43.60	26.50
30/10/2024  16:38:03.932	43.60	26.50
30/10/2024  16:38:04.054	43.60	26.50
30/10/2024  16:38:04.175	43.60	26.50
30/10/2024  16:38:04.298	43.50	26.50
30/10/2024  16:38:04.419	43.50	26.50
30/10/2024  16:38:04.541	43.50	26.50
30/10/2024  16:38:04.663	43.50	26.50
30/10/2024  16:38:04.784	43.40	26.50
30/10/2024  16:38:04.905	43.40	26.50
30/10/2024  16:38:05.027	43.40	26.50
30/10/2024  16:38:05.149	43.40	26.50
30/10/2024  16:38:05.270	43.40	26.50
30/10/2024  16:38:05.393	43.40	26.50
30/10/2024  16:38:05.515	43.40	26.50
30/10/2024  16:38:05.637	43.40	26.50
30/10/2024  16:38:05.758	43.30	26.50
30/10/2024  16:38:05.879	43.30	26.50
30/10/2024  16:38:06.001	43.30	26.50
30/10/2024  16:38:06.123	43.30	26.50
30/10/2024  16:38:06.243	43.30	26.50
30/10/2024  16:38:06.366	43.30	26.50
30/10/2024  16:38:06.489	43.30	26.50
30/10/2024  16:38:06.611	43.30	26.50
30/10/2024  16:38:06.732	43.30	26.50
30/10/2024  16:38:06.854	43.30	26.50
30/10/2024  16:38:06.974	43.30	26.50
30/10/2024  16:38:07.096	43.30	26.50
30/10/2024  16:38:07.218	43.20	26.50
30/10/2024  16:38:07.340	43.20	26.50
30/10/2024  16:38:07.461	43.10	26.50
30/10/2024  16:38:07.582	43.10	26.50
30/10/2024  16:38:07.704	43.10	26.50
30/10/2024  16:38:07.825	43.10	26.50
30/10/2024  16:38:07.947	43.10	26.50
30/10/2024  16:38:08.069	43.10	26.50
30/10/2024  16:38:08.190	43.10	26.50
30/10/2024  16:38:08.311	43.10	26.50
30/10/2024  16:38:08.433	43.10	26.50
30/10/2024  16:38:08.555	43.10	26.50
30/10/2024  16:38:08.675	42.90	26.50
30/10/2024  16:38:08.797	42.90	26.50
30/10/2024  16:38:08.918	42.90	26.50
30/10/2024  16:38:09.040	42.90	26.50
30/10/2024  16:38:09.162	42.90	26.50
30/10/2024  16:38:09.284	42.90	26.50
30/10/2024  16:38:09.407	42.90	26.50
30/10/2024  16:38:09.529	42.90	26.50
30/10/2024  16:38:09.650	42.80	26.50
30/10/2024  16:38:09.771	42.80	26.50
30/10/2024  16:38:09.893	42.80	26.50
30/10/2024  16:38:10.016	42.80	26.50
30/10/2024  16:38:10.138	42.80	26.50
30/10/2024  16:38:10.260	42.80	26.50
30/10/2024  16:38:10.381	42.80	26.50
30/10/2024  16:38:10.503	42.80	26.50
30/10/2024  16:38:10.625	42.70	26.50
30/10/2024  16:38:10.746	42.70	26.50
30/10/2024  16:38:10.868	42.70	26.50
30/10/2024  16:38:10.990	42.70	26.50
30/10/2024  16:38:11.113	42.70	26.50
30/10/2024  16:38:11.235	42.70	26.50
30/10/2024  16:38:11.356	42.60	26.50
30/10/2024  16:38:11.478	42.60	26.50
30/10/2024  16:38:11.599	42.60	26.50
30/10/2024  16:38:11.722	42.60	26.50
30/10/2024  16:38:11.843	42.60	26.50
30/10/2024  16:38:11.964	42.60	26.50
30/10/2024  16:38:12.086	42.50	26.50
30/10/2024  16:38:12.207	42.50	26.50
30/10/2024  16:38:12.329	42.50	26.50
30/10/2024  16:38:12.450	42.50	26.50
30/10/2024  16:38:12.572	42.40	26.50
30/10/2024  16:38:12.695	42.40	26.50
30/10/2024  16:38:12.816	42.40	26.50
30/10/2024  16:38:12.938	42.40	26.50
30/10/2024  16:38:13.060	42.40	26.50
30/10/2024  16:38:13.181	42.40	26.50
30/10/2024  16:38:13.304	42.40	26.50
30/10/2024  16:38:13.426	42.40	26.50
30/10/2024  16:38:13.549	42.40	26.50
30/10/2024  16:38:13.670	42.40	26.50
30/10/2024  16:38:13.792	42.40	26.50
30/10/2024  16:38:13.913	42.40	26.50
30/10/2024  16:38:14.035	42.40	26.50
30/10/2024  16:38:14.157	42.40	26.50
30/10/2024  16:38:14.278	42.40	26.50
30/10/2024  16:38:14.401	42.40	26.50
30/10/2024  16:38:14.522	42.30	26.50
30/10/2024  16:38:14.645	42.30	26.50
30/10/2024  16:38:14.766	42.30	26.50
30/10/2024  16:38:14.888	42.30	26.50
30/10/2024  16:38:15.010	42.30	26.50
30/10/2024  16:38:15.131	42.30	26.50
30/10/2024  16:38:15.253	42.20	26.50
30/10/2024  16:38:15.374	42.20	26.50
30/10/2024  16:38:15.496	42.20	26.50
30/10/2024  16:38:15.617	42.20	26.50
30/10/2024  16:38:15.740	42.20	26.50
30/10/2024  16:38:15.863	42.20	26.50
30/10/2024  16:38:15.984	42.20	26.50
30/10/2024  16:38:16.106	42.20	26.50
30/10/2024  16:38:16.228	42.10	26.50
30/10/2024  16:38:16.350	42.10	26.50
30/10/2024  16:38:16.472	42.10	26.50
30/10/2024  16:38:16.593	42.10	26.50
30/10/2024  16:38:16.714	42.10	26.50
30/10/2024  16:38:16.835	42.10	26.50
30/10/2024  16:38:16.957	42.10	26.50
30/10/2024  16:38:17.079	42.10	26.50
30/10/2024  16:38:17.200	42.10	26.50
30/10/2024  16:38:17.322	42.10	26.50
30/10/2024  16:38:17.445	42.10	26.50
30/10/2024  16:38:17.566	42.10	26.50
30/10/2024  16:38:17.688	42.00	26.50
30/10/2024  16:38:17.809	42.00	26.50
30/10/2024  16:38:17.930	42.00	26.50
30/10/2024  16:38:18.051	42.00	26.50
30/10/2024  16:38:18.175	41.90	26.50
30/10/2024  16:38:18.297	41.90	26.50
30/10/2024  16:38:18.419	41.90	26.50
30/10/2024  16:38:18.541	41.90	26.50
30/10/2024  16:38:18.662	41.90	26.50
30/10/2024  16:38:18.783	41.90	26.50
30/10/2024  16:38:18.905	41.90	26.50
30/10/2024  16:38:19.026	41.90	26.50
30/10/2024  16:38:19.148	41.90	26.50
30/10/2024  16:38:19.270	41.90	26.50
30/10/2024  16:38:19.391	41.80	26.50
30/10/2024  16:38:19.512	41.80	26.50
30/10/2024  16:38:19.635	41.80	26.50
30/10/2024  16:38:19.756	41.80	26.50
30/10/2024  16:38:19.878	41.80	26.50
30/10/2024  16:38:19.999	41.80	26.50
30/10/2024  16:38:20.122	41.80	26.50
30/10/2024  16:38:20.244	41.80	26.50
30/10/2024  16:38:20.365	41.80	26.50
30/10/2024  16:38:20.486	41.80	26.50
30/10/2024  16:38:20.606	41.80	26.50
30/10/2024  16:38:20.728	41.80	26.50
30/10/2024  16:38:20.849	41.70	26.50
30/10/2024  16:38:20.970	41.70	26.50
30/10/2024  16:38:21.092	41.70	26.50
30/10/2024  16:38:21.213	41.70	26.50
30/10/2024  16:38:21.335	41.60	26.50
30/10/2024  16:38:21.456	41.60	26.50
30/10/2024  16:38:21.579	41.60	26.50
30/10/2024  16:38:21.702	41.60	26.50
30/10/2024  16:38:21.822	41.60	26.50
30/10/2024  16:38:21.943	41.60	26.50
30/10/2024  16:38:22.064	41.60	26.50
30/10/2024  16:38:22.186	41.60	26.50
30/10/2024  16:38:22.307	41.60	26.50
30/10/2024  16:38:22.429	41.60	26.50
30/10/2024  16:38:22.549	41.60	26.50
30/10/2024  16:38:22.671	41.60	26.50
30/10/2024  16:38:22.793	41.50	26.50
30/10/2024  16:38:22.914	41.50	26.50
30/10/2024  16:38:23.036	41.40	26.50
30/10/2024  16:38:23.158	41.40	26.50
30/10/2024  16:38:23.280	41.40	26.50
30/10/2024  16:38:23.402	41.40	26.50
30/10/2024  16:38:23.523	41.40	26.50
30/10/2024  16:38:23.645	41.40	26.50
30/10/2024  16:38:23.768	41.40	26.50
30/10/2024  16:38:23.888	41.40	26.50
30/10/2024  16:38:24.011	41.40	26.50
30/10/2024  16:38:24.132	41.40	26.50
30/10/2024  16:38:24.254	41.40	26.50
30/10/2024  16:38:24.376	41.40	26.50
30/10/2024  16:38:24.499	41.40	26.50
30/10/2024  16:38:24.619	41.40	26.50
30/10/2024  16:38:24.741	41.40	26.50
30/10/2024  16:38:24.863	41.40	26.50
30/10/2024  16:38:24.984	41.30	26.50
30/10/2024  16:38:25.105	41.30	26.50
30/10/2024  16:38:25.226	41.30	26.50
30/10/2024  16:38:25.349	41.30	26.50
30/10/2024  16:38:25.470	41.30	26.50
30/10/2024  16:38:25.591	41.30	26.50
30/10/2024  16:38:25.712	41.30	26.50
30/10/2024  16:38:25.834	41.30	26.50
30/10/2024  16:38:25.956	41.30	26.50
30/10/2024  16:38:26.077	41.30	26.50
30/10/2024  16:38:26.198	41.30	26.50
30/10/2024  16:38:26.319	41.30	26.50
30/10/2024  16:38:26.440	41.20	26.50
30/10/2024  16:38:26.562	41.20	26.50
30/10/2024  16:38:26.683	41.20	26.50
30/10/2024  16:38:26.804	41.20	26.50
30/10/2024  16:38:26.926	41.20	26.50
30/10/2024  16:38:27.048	41.20	26.50
30/10/2024  16:38:27.169	41.10	26.50
30/10/2024  16:38:27.290	41.10	26.50
30/10/2024  16:38:27.412	41.10	26.50
30/10/2024  16:38:27.533	41.10	26.50
30/10/2024  16:38:27.655	41.10	26.50
30/10/2024  16:38:27.778	41.10	26.50
30/10/2024  16:38:27.899	41.10	26.50
30/10/2024  16:38:28.021	41.10	26.50
30/10/2024  16:38:28.142	41.10	26.50
30/10/2024  16:38:28.264	41.10	26.50
30/10/2024  16:38:28.386	41.10	26.50
30/10/2024  16:38:28.508	41.10	26.50
30/10/2024  16:38:28.630	41.00	26.50
30/10/2024  16:38:28.751	41.00	26.50
30/10/2024  16:38:28.872	41.00	26.50
30/10/2024  16:38:28.995	41.00	26.50
30/10/2024  16:38:29.115	41.00	26.50
30/10/2024  16:38:29.236	41.00	26.50
30/10/2024  16:38:29.357	40.90	26.50
30/10/2024  16:38:29.478	40.90	26.50
30/10/2024  16:38:29.599	40.90	26.50
30/10/2024  16:38:29.723	40.90	26.50
30/10/2024  16:38:29.845	40.90	26.50
30/10/2024  16:38:29.966	40.90	26.50
30/10/2024  16:38:30.087	40.90	26.50
30/10/2024  16:38:30.209	40.90	26.50
30/10/2024  16:38:30.330	40.90	26.50
30/10/2024  16:38:30.452	40.90	26.50
30/10/2024  16:38:30.574	40.80	26.50
30/10/2024  16:38:30.694	40.80	26.50
30/10/2024  16:38:30.816	40.80	26.50
30/10/2024  16:38:30.937	40.80	26.50
30/10/2024  16:38:31.059	40.80	26.50
30/10/2024  16:38:31.180	40.80	26.50
30/10/2024  16:38:31.302	40.80	26.50
30/10/2024  16:38:31.424	40.80	26.50
30/10/2024  16:38:31.546	40.80	26.50
30/10/2024  16:38:31.667	40.80	26.50
30/10/2024  16:38:31.788	40.80	26.50
30/10/2024  16:38:31.910	40.80	26.50
30/10/2024  16:38:32.031	40.80	26.50
30/10/2024  16:38:32.152	40.80	26.50
30/10/2024  16:38:32.274	40.70	26.50
30/10/2024  16:38:32.396	40.70	26.50
30/10/2024  16:38:32.518	40.70	26.50
30/10/2024  16:38:32.639	40.70	26.50
30/10/2024  16:38:32.761	40.70	26.50
30/10/2024  16:38:32.882	40.70	26.50
30/10/2024  16:38:33.003	40.60	26.50
30/10/2024  16:38:33.126	40.60	26.50
30/10/2024  16:38:33.248	40.60	26.50
30/10/2024  16:38:33.369	40.60	26.50
30/10/2024  16:38:33.491	40.60	26.50
30/10/2024  16:38:33.613	40.60	26.50
30/10/2024  16:38:33.735	40.60	26.50
30/10/2024  16:38:33.856	40.60	26.50
30/10/2024  16:38:33.977	40.60	26.50
30/10/2024  16:38:34.100	40.60	26.50
30/10/2024  16:38:34.221	40.60	26.50
30/10/2024  16:38:34.342	40.60	26.50
30/10/2024  16:38:34.465	40.60	26.50
30/10/2024  16:38:34.585	40.60	26.50
30/10/2024  16:38:34.707	40.50	26.50
30/10/2024  16:38:34.829	40.50	26.50
30/10/2024  16:38:34.951	40.50	26.50
30/10/2024  16:38:35.073	40.50	26.50
30/10/2024  16:38:35.197	40.50	26.50
30/10/2024  16:38:35.318	40.50	26.50
30/10/2024  16:38:35.440	40.50	26.50
30/10/2024  16:38:35.562	40.50	26.50
30/10/2024  16:38:35.683	40.40	26.50
30/10/2024  16:38:35.805	40.40	26.50
30/10/2024  16:38:35.927	40.40	26.50
30/10/2024  16:38:36.047	40.40	26.50
30/10/2024  16:38:36.168	40.40	26.50
30/10/2024  16:38:36.290	40.40	26.50
30/10/2024  16:38:36.411	40.40	26.50
30/10/2024  16:38:36.533	40.40	26.50
30/10/2024  16:38:36.654	40.30	26.50
30/10/2024  16:38:36.775	40.30	26.50
30/10/2024  16:38:36.898	40.30	26.50
30/10/2024  16:38:37.020	40.30	26.50
