	MMLTSSF1L	MMLTSSF1L
30/10/2024  17:01:40.538	23.60	26.00
30/10/2024  17:01:40.660	23.60	26.00
30/10/2024  17:01:40.782	23.60	26.00
30/10/2024  17:01:40.905	23.60	26.00
30/10/2024  17:01:41.027	23.60	26.00
30/10/2024  17:01:41.148	23.60	26.00
30/10/2024  17:01:41.270	23.60	26.00
30/10/2024  17:01:41.391	23.60	26.00
30/10/2024  17:01:41.515	23.60	26.00
30/10/2024  17:01:41.637	23.60	26.00
30/10/2024  17:01:41.759	23.60	26.00
30/10/2024  17:01:41.881	23.60	26.00
30/10/2024  17:01:42.003	23.60	26.00
30/10/2024  17:01:42.124	23.60	26.00
30/10/2024  17:01:42.245	23.60	26.00
30/10/2024  17:01:42.366	23.60	26.00
30/10/2024  17:01:42.488	23.60	26.00
30/10/2024  17:01:42.610	23.60	26.00
30/10/2024  17:01:42.733	23.60	26.00
30/10/2024  17:01:42.854	23.60	26.00
30/10/2024  17:01:42.976	23.60	26.00
30/10/2024  17:01:43.097	23.60	26.00
30/10/2024  17:01:43.219	23.60	26.00
30/10/2024  17:01:43.341	23.60	26.00
30/10/2024  17:01:43.464	23.60	26.00
30/10/2024  17:01:43.585	23.60	26.00
30/10/2024  17:01:43.707	23.60	26.00
30/10/2024  17:01:43.828	23.60	26.00
30/10/2024  17:01:43.950	23.60	26.00
30/10/2024  17:01:44.072	23.60	26.00
30/10/2024  17:01:44.194	23.60	26.00
30/10/2024  17:01:44.315	23.60	26.00
30/10/2024  17:01:44.436	23.60	26.00
30/10/2024  17:01:44.557	23.60	26.00
30/10/2024  17:01:44.680	23.60	26.00
30/10/2024  17:01:44.802	23.60	26.00
30/10/2024  17:01:44.923	23.60	26.00
30/10/2024  17:01:45.045	23.60	26.00
30/10/2024  17:01:45.167	23.60	26.00
30/10/2024  17:01:45.289	23.60	26.00
30/10/2024  17:01:45.412	23.60	26.00
30/10/2024  17:01:45.535	23.60	26.00
30/10/2024  17:01:45.657	23.60	26.00
30/10/2024  17:01:45.778	23.60	26.00
30/10/2024  17:01:45.901	23.60	26.00
30/10/2024  17:01:46.022	23.60	26.00
30/10/2024  17:01:46.143	23.60	26.00
30/10/2024  17:01:46.265	23.60	26.00
30/10/2024  17:01:46.387	23.60	26.00
30/10/2024  17:01:46.509	23.60	26.00
30/10/2024  17:01:46.631	23.60	26.00
30/10/2024  17:01:46.753	23.60	26.00
30/10/2024  17:01:46.875	23.60	26.00
30/10/2024  17:01:46.996	23.60	26.00
30/10/2024  17:01:47.117	23.60	26.00
30/10/2024  17:01:47.240	23.60	26.00
30/10/2024  17:01:47.361	23.60	26.00
30/10/2024  17:01:47.482	23.50	26.00
30/10/2024  17:01:47.604	23.50	26.00
30/10/2024  17:01:47.726	23.50	26.00
30/10/2024  17:01:47.847	23.50	26.00
30/10/2024  17:01:47.970	23.50	26.00
30/10/2024  17:01:48.091	23.50	26.00
30/10/2024  17:01:48.213	23.50	26.00
30/10/2024  17:01:48.334	23.50	26.00
30/10/2024  17:01:48.455	23.50	26.00
30/10/2024  17:01:48.577	23.50	26.00
30/10/2024  17:01:48.699	23.50	26.00
30/10/2024  17:01:48.822	23.50	26.00
30/10/2024  17:01:48.943	23.50	26.00
30/10/2024  17:01:49.064	23.50	26.00
30/10/2024  17:01:49.185	23.50	26.00
30/10/2024  17:01:49.306	23.50	26.00
30/10/2024  17:01:49.429	23.50	26.00
30/10/2024  17:01:49.550	23.50	26.00
30/10/2024  17:01:49.671	23.50	26.00
30/10/2024  17:01:49.793	23.50	26.00
30/10/2024  17:01:49.914	23.50	26.00
30/10/2024  17:01:50.035	23.50	26.00
30/10/2024  17:01:50.156	23.50	26.00
30/10/2024  17:01:50.277	23.50	26.00
30/10/2024  17:01:50.398	23.50	26.00
30/10/2024  17:01:50.520	23.50	26.00
30/10/2024  17:01:50.641	23.50	26.00
30/10/2024  17:01:50.763	23.50	26.00
30/10/2024  17:01:50.884	23.50	26.00
30/10/2024  17:01:51.006	23.50	26.00
30/10/2024  17:01:51.128	23.50	26.00
30/10/2024  17:01:51.249	23.50	26.00
30/10/2024  17:01:51.370	23.50	26.00
30/10/2024  17:01:51.492	23.50	26.00
30/10/2024  17:01:51.613	23.50	26.00
30/10/2024  17:01:51.735	23.50	26.00
30/10/2024  17:01:51.855	23.50	26.00
30/10/2024  17:01:51.978	23.50	26.00
30/10/2024  17:01:52.099	23.50	26.00
30/10/2024  17:01:52.221	23.50	26.00
30/10/2024  17:01:52.342	23.50	26.00
30/10/2024  17:01:52.464	23.50	26.00
30/10/2024  17:01:52.585	23.50	26.00
30/10/2024  17:01:52.706	23.50	26.00
30/10/2024  17:01:52.829	23.50	26.00
30/10/2024  17:01:52.951	23.50	26.00
30/10/2024  17:01:53.071	23.50	26.00
30/10/2024  17:01:53.192	23.50	26.00
30/10/2024  17:01:53.313	23.50	26.00
30/10/2024  17:01:53.435	23.50	26.00
30/10/2024  17:01:53.556	23.50	26.00
30/10/2024  17:01:53.678	23.50	26.00
30/10/2024  17:01:53.799	23.50	26.00
30/10/2024  17:01:53.920	23.50	26.00
30/10/2024  17:01:54.042	23.50	26.00
30/10/2024  17:01:54.165	23.50	26.00
30/10/2024  17:01:54.287	23.50	26.00
30/10/2024  17:01:54.408	23.50	26.00
30/10/2024  17:01:54.530	23.50	26.00
30/10/2024  17:01:54.653	23.50	26.00
30/10/2024  17:01:54.774	23.50	26.00
30/10/2024  17:01:54.896	23.50	26.00
30/10/2024  17:01:55.018	23.50	26.00
30/10/2024  17:01:55.139	23.50	26.00
30/10/2024  17:01:55.261	23.50	26.00
30/10/2024  17:01:55.382	23.50	26.00
30/10/2024  17:01:55.504	23.50	26.00
30/10/2024  17:01:55.625	23.50	26.00
30/10/2024  17:01:55.746	23.50	26.00
30/10/2024  17:01:55.868	23.50	26.00
30/10/2024  17:01:55.989	23.50	26.00
30/10/2024  17:01:56.111	23.50	26.00
30/10/2024  17:01:56.232	23.50	26.00
30/10/2024  17:01:56.354	23.50	26.00
30/10/2024  17:01:56.476	23.40	26.00
30/10/2024  17:01:56.598	23.40	26.00
30/10/2024  17:01:56.720	23.40	26.00
30/10/2024  17:01:56.841	23.40	26.00
30/10/2024  17:01:56.963	23.40	26.00
30/10/2024  17:01:57.084	23.40	26.00
30/10/2024  17:01:57.206	23.40	26.00
30/10/2024  17:01:57.329	23.40	26.00
30/10/2024  17:01:57.449	23.40	26.00
30/10/2024  17:01:57.571	23.40	26.00
30/10/2024  17:01:57.693	23.40	26.00
30/10/2024  17:01:57.815	23.40	26.00
30/10/2024  17:01:57.936	23.40	26.00
30/10/2024  17:01:58.057	23.40	26.00
30/10/2024  17:01:58.179	23.40	26.00
30/10/2024  17:01:58.300	23.40	26.00
30/10/2024  17:01:58.422	23.40	26.00
30/10/2024  17:01:58.545	23.40	26.00
30/10/2024  17:01:58.667	23.40	26.00
30/10/2024  17:01:58.788	23.40	26.00
30/10/2024  17:01:58.909	23.40	26.00
30/10/2024  17:01:59.031	23.40	26.00
30/10/2024  17:01:59.151	23.40	26.00
30/10/2024  17:01:59.273	23.40	26.00
30/10/2024  17:01:59.393	23.40	26.00
30/10/2024  17:01:59.516	23.40	26.00
30/10/2024  17:01:59.637	23.40	26.00
30/10/2024  17:01:59.759	23.40	26.00
30/10/2024  17:01:59.882	23.40	26.00
30/10/2024  17:02:00.004	23.40	26.00
30/10/2024  17:02:00.126	23.40	26.00
30/10/2024  17:02:00.249	23.40	26.00
30/10/2024  17:02:00.369	23.40	26.00
30/10/2024  17:02:00.490	23.40	26.00
30/10/2024  17:02:00.612	23.40	26.00
30/10/2024  17:02:00.733	23.40	26.00
30/10/2024  17:02:00.854	23.40	26.00
30/10/2024  17:02:00.975	23.40	26.00
30/10/2024  17:02:01.096	23.40	26.00
30/10/2024  17:02:01.217	23.40	26.00
30/10/2024  17:02:01.339	23.40	26.00
30/10/2024  17:02:01.461	23.40	26.00
30/10/2024  17:02:01.582	23.40	26.00
30/10/2024  17:02:01.704	23.40	26.00
30/10/2024  17:02:01.825	23.40	26.00
30/10/2024  17:02:01.947	23.40	26.00
30/10/2024  17:02:02.068	23.40	26.00
30/10/2024  17:02:02.190	23.40	26.00
30/10/2024  17:02:02.311	23.40	26.00
30/10/2024  17:02:02.433	23.40	26.00
30/10/2024  17:02:02.555	23.40	26.00
30/10/2024  17:02:02.677	23.40	26.00
30/10/2024  17:02:02.798	23.40	26.00
30/10/2024  17:02:02.920	23.40	26.00
30/10/2024  17:02:03.042	23.40	26.00
30/10/2024  17:02:03.164	23.40	26.00
30/10/2024  17:02:03.285	23.40	26.00
30/10/2024  17:02:03.407	23.40	26.00
30/10/2024  17:02:03.530	23.40	26.00
30/10/2024  17:02:03.651	23.40	26.00
30/10/2024  17:02:03.771	23.40	26.00
30/10/2024  17:02:03.893	23.40	26.00
30/10/2024  17:02:04.014	23.40	26.00
30/10/2024  17:02:04.135	23.40	26.00
30/10/2024  17:02:04.256	23.40	26.00
30/10/2024  17:02:04.378	23.40	26.00
30/10/2024  17:02:04.501	23.40	26.00
30/10/2024  17:02:04.623	23.40	26.00
30/10/2024  17:02:04.744	23.40	26.00
30/10/2024  17:02:04.866	23.40	26.00
30/10/2024  17:02:04.987	23.40	26.00
30/10/2024  17:02:05.108	23.40	26.00
30/10/2024  17:02:05.230	23.40	26.00
30/10/2024  17:02:05.352	23.40	26.00
30/10/2024  17:02:05.475	23.40	26.00
30/10/2024  17:02:05.596	23.40	26.00
30/10/2024  17:02:05.717	23.40	26.00
30/10/2024  17:02:05.838	23.40	26.00
30/10/2024  17:02:05.961	23.40	26.00
30/10/2024  17:02:06.082	23.40	26.00
30/10/2024  17:02:06.203	23.40	26.00
30/10/2024  17:02:06.325	23.40	26.00
30/10/2024  17:02:06.447	23.40	26.00
30/10/2024  17:02:06.568	23.40	26.00
30/10/2024  17:02:06.690	23.40	26.00
30/10/2024  17:02:06.812	23.40	26.00
30/10/2024  17:02:06.934	23.40	26.00
30/10/2024  17:02:07.055	23.40	26.00
30/10/2024  17:02:07.177	23.40	26.00
30/10/2024  17:02:07.298	23.40	26.00
30/10/2024  17:02:07.420	23.40	26.00
30/10/2024  17:02:07.541	23.40	26.00
30/10/2024  17:02:07.662	23.40	26.00
30/10/2024  17:02:07.783	23.40	26.00
30/10/2024  17:02:07.904	23.40	26.00
30/10/2024  17:02:08.026	23.40	26.00
30/10/2024  17:02:08.147	23.40	26.00
30/10/2024  17:02:08.269	23.40	26.00
30/10/2024  17:02:08.391	23.40	26.00
30/10/2024  17:02:08.514	23.40	26.00
30/10/2024  17:02:08.635	23.40	26.00
30/10/2024  17:02:08.756	23.40	26.00
30/10/2024  17:02:08.878	23.40	26.00
30/10/2024  17:02:08.999	23.40	26.00
30/10/2024  17:02:09.119	23.40	26.00
30/10/2024  17:02:09.241	23.40	26.00
30/10/2024  17:02:09.362	23.40	26.00
30/10/2024  17:02:09.484	23.40	26.00
30/10/2024  17:02:09.605	23.40	26.00
30/10/2024  17:02:09.727	23.40	26.00
30/10/2024  17:02:09.849	23.40	26.00
30/10/2024  17:02:09.970	23.40	26.00
30/10/2024  17:02:10.091	23.40	26.00
30/10/2024  17:02:10.213	23.40	26.00
30/10/2024  17:02:10.334	23.40	26.00
30/10/2024  17:02:10.455	23.40	26.00
30/10/2024  17:02:10.577	23.40	26.00
30/10/2024  17:02:10.699	23.40	26.00
30/10/2024  17:02:10.821	23.40	26.00
30/10/2024  17:02:10.942	23.40	26.00
30/10/2024  17:02:11.063	23.40	26.00
30/10/2024  17:02:11.185	23.40	26.00
30/10/2024  17:02:11.306	23.40	26.00
30/10/2024  17:02:11.428	23.40	26.00
30/10/2024  17:02:11.551	23.40	26.00
30/10/2024  17:02:11.673	23.40	26.00
30/10/2024  17:02:11.794	23.40	26.00
30/10/2024  17:02:11.915	23.40	26.00
30/10/2024  17:02:12.036	23.40	26.00
30/10/2024  17:02:12.157	23.40	26.00
30/10/2024  17:02:12.279	23.40	26.00
30/10/2024  17:02:12.401	23.40	26.00
30/10/2024  17:02:12.524	23.40	26.00
30/10/2024  17:02:12.645	23.40	26.00
30/10/2024  17:02:12.766	23.40	26.00
30/10/2024  17:02:12.887	23.40	26.00
30/10/2024  17:02:13.010	23.40	26.00
30/10/2024  17:02:13.133	23.40	26.00
30/10/2024  17:02:13.254	23.40	26.00
30/10/2024  17:02:13.375	23.40	26.00
30/10/2024  17:02:13.496	23.40	26.00
30/10/2024  17:02:13.618	23.40	26.00
30/10/2024  17:02:13.740	23.40	26.00
30/10/2024  17:02:13.863	23.40	26.00
30/10/2024  17:02:13.985	23.40	26.00
30/10/2024  17:02:14.106	23.40	26.00
30/10/2024  17:02:14.228	23.40	26.00
30/10/2024  17:02:14.349	23.40	26.00
30/10/2024  17:02:14.471	23.40	26.00
30/10/2024  17:02:14.591	23.40	26.00
30/10/2024  17:02:14.714	23.40	26.00
30/10/2024  17:02:14.836	23.40	26.00
30/10/2024  17:02:14.956	23.40	26.00
30/10/2024  17:02:15.079	23.40	26.00
30/10/2024  17:02:15.200	23.40	26.00
30/10/2024  17:02:15.321	23.40	26.00
30/10/2024  17:02:15.443	23.40	26.00
30/10/2024  17:02:15.565	23.40	26.00
30/10/2024  17:02:15.687	23.40	26.00
30/10/2024  17:02:15.808	23.40	26.00
30/10/2024  17:02:15.929	23.40	26.00
30/10/2024  17:02:16.052	23.40	26.00
30/10/2024  17:02:16.173	23.40	26.00
30/10/2024  17:02:16.295	23.40	26.00
30/10/2024  17:02:16.417	23.40	26.00
30/10/2024  17:02:16.539	23.40	26.00
30/10/2024  17:02:16.662	23.40	26.00
30/10/2024  17:02:16.784	23.40	26.00
30/10/2024  17:02:16.905	23.40	26.00
30/10/2024  17:02:17.026	23.40	26.00
30/10/2024  17:02:17.147	23.40	26.00
30/10/2024  17:02:17.269	23.40	26.00
30/10/2024  17:02:17.389	23.40	26.00
30/10/2024  17:02:17.512	23.40	26.00
30/10/2024  17:02:17.634	23.40	26.00
30/10/2024  17:02:17.756	23.40	26.00
30/10/2024  17:02:17.878	23.40	26.00
30/10/2024  17:02:18.001	23.40	26.00
30/10/2024  17:02:18.122	23.40	26.00
30/10/2024  17:02:18.244	23.40	26.00
30/10/2024  17:02:18.366	23.40	26.00
30/10/2024  17:02:18.487	23.40	26.00
30/10/2024  17:02:18.609	23.40	26.00
30/10/2024  17:02:18.730	23.40	26.00
30/10/2024  17:02:18.851	23.40	26.00
30/10/2024  17:02:18.973	23.40	26.00
30/10/2024  17:02:19.095	23.40	26.00
30/10/2024  17:02:19.217	23.40	26.00
30/10/2024  17:02:19.338	23.40	26.00
30/10/2024  17:02:19.459	23.40	26.00
30/10/2024  17:02:19.581	23.40	26.00
30/10/2024  17:02:19.702	23.40	26.00
30/10/2024  17:02:19.824	23.40	26.00
30/10/2024  17:02:19.945	23.40	26.00
30/10/2024  17:02:20.066	23.40	26.00
30/10/2024  17:02:20.188	23.40	26.00
30/10/2024  17:02:20.310	23.40	26.00
30/10/2024  17:02:20.432	23.40	26.00
30/10/2024  17:02:20.553	23.40	26.00
30/10/2024  17:02:20.675	23.40	26.00
30/10/2024  17:02:20.797	23.40	26.00
30/10/2024  17:02:20.919	23.40	26.00
30/10/2024  17:02:21.041	23.40	26.00
30/10/2024  17:02:21.162	23.40	26.00
30/10/2024  17:02:21.283	23.30	26.00
30/10/2024  17:02:21.405	23.30	26.00
30/10/2024  17:02:21.526	23.30	26.00
30/10/2024  17:02:21.648	23.30	26.00
30/10/2024  17:02:21.770	23.30	26.00
30/10/2024  17:02:21.890	23.30	26.00
30/10/2024  17:02:22.012	23.30	26.00
30/10/2024  17:02:22.133	23.30	26.00
30/10/2024  17:02:22.254	23.30	26.00
30/10/2024  17:02:22.376	23.30	26.00
30/10/2024  17:02:22.498	23.30	26.00
30/10/2024  17:02:22.620	23.30	26.00
30/10/2024  17:02:22.742	23.30	26.00
30/10/2024  17:02:22.863	23.30	26.00
30/10/2024  17:02:22.984	23.30	26.00
30/10/2024  17:02:23.105	23.30	26.00
30/10/2024  17:02:23.227	23.30	26.00
30/10/2024  17:02:23.348	23.30	26.00
30/10/2024  17:02:23.470	23.30	26.00
30/10/2024  17:02:23.592	23.30	26.00
30/10/2024  17:02:23.713	23.30	26.00
30/10/2024  17:02:23.835	23.30	26.00
30/10/2024  17:02:23.958	23.30	26.00
30/10/2024  17:02:24.079	23.30	26.00
30/10/2024  17:02:24.202	23.30	26.00
30/10/2024  17:02:24.324	23.30	26.00
30/10/2024  17:02:24.446	23.30	26.00
30/10/2024  17:02:24.568	23.30	26.00
30/10/2024  17:02:24.690	23.30	26.00
30/10/2024  17:02:24.812	23.30	26.00
30/10/2024  17:02:24.933	23.30	26.00
30/10/2024  17:02:25.055	23.30	26.00
30/10/2024  17:02:25.178	23.30	26.00
30/10/2024  17:02:25.299	23.30	26.00
30/10/2024  17:02:25.420	23.30	26.00
30/10/2024  17:02:25.541	23.30	26.00
30/10/2024  17:02:25.663	23.30	26.00
30/10/2024  17:02:25.784	23.30	26.00
30/10/2024  17:02:25.906	23.30	26.00
30/10/2024  17:02:26.029	23.30	26.00
30/10/2024  17:02:26.151	23.30	26.00
30/10/2024  17:02:26.273	23.30	26.00
30/10/2024  17:02:26.395	23.30	26.00
30/10/2024  17:02:26.516	23.30	26.00
30/10/2024  17:02:26.637	23.30	26.00
30/10/2024  17:02:26.760	23.30	26.00
30/10/2024  17:02:26.881	23.30	26.00
30/10/2024  17:02:27.003	23.30	26.00
30/10/2024  17:02:27.124	23.30	26.00
30/10/2024  17:02:27.247	23.30	26.00
30/10/2024  17:02:27.367	23.30	26.00
30/10/2024  17:02:27.490	23.30	26.00
30/10/2024  17:02:27.611	23.30	26.00
30/10/2024  17:02:27.733	23.30	26.00
30/10/2024  17:02:27.854	23.30	26.00
30/10/2024  17:02:27.976	23.30	26.00
30/10/2024  17:02:28.097	23.30	26.00
30/10/2024  17:02:28.218	23.30	26.00
30/10/2024  17:02:28.340	23.30	26.00
30/10/2024  17:02:28.462	23.30	26.00
30/10/2024  17:02:28.583	23.30	26.00
30/10/2024  17:02:28.706	23.30	26.00
30/10/2024  17:02:28.827	23.30	26.00
30/10/2024  17:02:28.948	23.30	26.00
30/10/2024  17:02:29.070	23.30	26.00
30/10/2024  17:02:29.191	23.30	26.00
30/10/2024  17:02:29.315	23.30	26.00
30/10/2024  17:02:29.437	23.30	26.00
30/10/2024  17:02:29.559	23.30	26.00
30/10/2024  17:02:29.681	23.30	26.00
30/10/2024  17:02:29.802	23.30	26.00
30/10/2024  17:02:29.922	23.30	26.00
30/10/2024  17:02:30.044	23.30	26.00
30/10/2024  17:02:30.165	23.30	26.00
30/10/2024  17:02:30.288	23.30	26.00
30/10/2024  17:02:30.409	23.30	26.00
30/10/2024  17:02:30.531	23.30	26.00
30/10/2024  17:02:30.652	23.30	26.00
30/10/2024  17:02:30.774	23.30	26.00
30/10/2024  17:02:30.895	23.30	26.00
30/10/2024  17:02:31.018	23.30	26.00
30/10/2024  17:02:31.139	23.30	26.00
30/10/2024  17:02:31.261	23.30	26.00
30/10/2024  17:02:31.382	23.30	26.00
30/10/2024  17:02:31.504	23.30	26.00
30/10/2024  17:02:31.626	23.30	26.00
30/10/2024  17:02:31.747	23.30	26.00
30/10/2024  17:02:31.868	23.30	26.00
30/10/2024  17:02:31.989	23.30	26.00
30/10/2024  17:02:32.110	23.30	26.00
30/10/2024  17:02:32.232	23.30	26.00
30/10/2024  17:02:32.354	23.30	26.00
30/10/2024  17:02:32.476	23.30	26.00
30/10/2024  17:02:32.598	23.30	26.00
30/10/2024  17:02:32.719	23.30	26.00
30/10/2024  17:02:32.841	23.30	26.00
30/10/2024  17:02:32.963	23.30	26.00
30/10/2024  17:02:33.086	23.30	26.00
30/10/2024  17:02:33.208	23.30	26.00
30/10/2024  17:02:33.331	23.30	26.00
30/10/2024  17:02:33.453	23.40	26.00
30/10/2024  17:02:33.573	23.40	26.00
30/10/2024  17:02:33.696	23.40	26.00
30/10/2024  17:02:33.818	23.40	26.00
30/10/2024  17:02:33.939	24.30	26.00
30/10/2024  17:02:34.061	24.30	26.00
30/10/2024  17:02:34.182	37.60	26.00
30/10/2024  17:02:34.303	37.60	26.00
30/10/2024  17:02:34.424	48.00	26.00
30/10/2024  17:02:34.545	48.00	26.00
30/10/2024  17:02:34.666	55.80	26.00
30/10/2024  17:02:34.787	55.80	26.00
30/10/2024  17:02:34.909	60.50	26.00
30/10/2024  17:02:35.030	60.50	26.00
30/10/2024  17:02:35.152	63.20	26.00
30/10/2024  17:02:35.273	63.20	26.00
30/10/2024  17:02:35.395	65.40	26.00
30/10/2024  17:02:35.516	65.40	26.00
30/10/2024  17:02:35.637	68.30	26.00
30/10/2024  17:02:35.758	68.30	26.00
30/10/2024  17:02:35.880	70.60	26.00
30/10/2024  17:02:36.002	70.60	26.00
30/10/2024  17:02:36.123	72.40	26.00
30/10/2024  17:02:36.244	72.40	26.00
30/10/2024  17:02:36.365	73.10	26.00
30/10/2024  17:02:36.487	73.10	26.00
30/10/2024  17:02:36.609	72.80	26.00
30/10/2024  17:02:36.730	72.80	26.00
30/10/2024  17:02:36.851	71.90	26.00
30/10/2024  17:02:36.973	71.90	26.00
30/10/2024  17:02:37.094	71.20	26.00
30/10/2024  17:02:37.215	71.20	26.00
30/10/2024  17:02:37.336	70.60	26.00
30/10/2024  17:02:37.457	70.60	26.00
30/10/2024  17:02:37.578	70.40	26.00
30/10/2024  17:02:37.699	70.40	26.00
30/10/2024  17:02:37.820	70.60	26.00
30/10/2024  17:02:37.942	70.60	26.00
30/10/2024  17:02:38.064	70.80	26.00
30/10/2024  17:02:38.185	70.80	26.00
30/10/2024  17:02:38.306	70.80	26.00
30/10/2024  17:02:38.428	70.80	26.00
30/10/2024  17:02:38.549	70.70	26.00
30/10/2024  17:02:38.670	70.70	26.00
30/10/2024  17:02:38.793	70.60	26.00
30/10/2024  17:02:38.914	70.60	26.00
30/10/2024  17:02:39.035	70.80	26.00
30/10/2024  17:02:39.157	70.80	26.00
30/10/2024  17:02:39.279	71.00	26.00
30/10/2024  17:02:39.400	71.00	26.00
30/10/2024  17:02:39.522	71.10	26.00
30/10/2024  17:02:39.644	71.10	26.00
30/10/2024  17:02:39.766	70.90	26.00
30/10/2024  17:02:39.887	70.90	26.00
30/10/2024  17:02:40.008	70.60	26.00
30/10/2024  17:02:40.130	70.60	26.00
30/10/2024  17:02:40.252	70.20	26.00
30/10/2024  17:02:40.373	70.20	26.00
30/10/2024  17:02:40.494	69.80	26.00
30/10/2024  17:02:40.615	69.80	26.00
30/10/2024  17:02:40.738	69.40	26.00
30/10/2024  17:02:40.860	69.40	26.00
30/10/2024  17:02:40.982	69.10	26.00
30/10/2024  17:02:41.103	69.10	26.00
30/10/2024  17:02:41.224	68.60	26.00
30/10/2024  17:02:41.347	68.60	26.00
